,Cocktail Name,Ingredients
802,Bloody Fernet,"1 oz Luxardo Fernet, .75 oz Luxardo Maraschino Liqueur, 2 scoop Blood orange sorbet"
803,Kentucky Likker,"1.5 oz Hirsch Small Batch Reserve Bourbon, 1 oz Luxardo Amaro Abano, 2 dash Orange Bitters, 1 splash Club Soda"
804,Château Montifaud Lady Touch Triple Sec,"1.5 oz Chateau de Montifaud Reserve Speciale Michel Vallet, .75 oz Triple Sec, 1 oz Lemon Juice, 1 oz Sugar Syrup, 8  Fresh Mint,   Ice Cubes"
805,Pink Colada,"2 oz Pink Pigeon Rum, 2 oz Pineapple Juice, 1.5 oz Cream of Coconut"
806,Profundo,"1.25 oz Hirsch Small Batch Reserve Bourbon, 1.25 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Chocolate Liqueur, 1 oz Heavy cream flavored with Hum Liqueur"
807,Château Montifaud on Mint,"1 coffee spoon Sugar Syrup, 10  Fresh Mint, .25  Sliced Green Lemon, 1 oz Chateau de Montifaud Cognac VSOP, .75 oz Lemon Juice, .75 oz Sparkling Water"
808,Tequila Sunflare,"1.5 oz Chinaco Blanco Tequila, .75 oz Sage-Cilantro-Lime Syrup,  rinse Montanaro Vermouth , 1  Pomegranate Ice Cube"
809,Kiss Of Persuasion,"1 oz Luxardo Maraschino Liqueur, 1 oz Honey-Pear Liqueur, .5 oz Heavy Cream,  oz Pinch of Cardamom,  oz Dehydrated pear slice"
810,Marchesa,"30 ml Luxardo Maraschino Liqueur, 20 ml Bitter, 20 ml Luxardo Sangue Morlacco Cherry Liqueur, 20 ml Bourbon, 2 dash Chocolate Bitters"
811,Brazilian Mule Punch,"2 part Ypioca Brasilizar Cachaca Prata Reserva Especial, 1 part Fresh Lime Juice, 1 part Ancho Chile-Infused Simple Syrup, 1 float Ginger Beer, 2 dash Angostura Bitters"
812,Coco Batida,"1 1/2 oz Coconut milk, 1 1/2 oz Condensed milk, 3 oz Ypiòca, 1 Tbsp Sugar"
813,Orange Batida,"2 1/2 oz Orange Juice, 1 1/2 oz Ypiòca, 1-2 Tbsp Sugar"
814,Passion Fruit Batida,"1-2 Tbsp Sugar, 1 1/2 oz Ypiòca,   Passion fruit"
815,Peach Batida,"3 oz Peach Juice, 1 1/2 oz Condensed milk, 1 1/2 oz Ypiòca , 1 Tbsp Sugar "
816,Karlsson's Old Fashioned,"2 oz Karlsson's Gold Vodka, 1 cube Brown sugar, 1 splash Bitter"
817,Gold Rush,"3  Basil Leaves, 1.5 oz Karlsson's Gold Vodka, .75 oz Pineapple Juice, .5 oz Simple Syrup, .5 oz Sweet Vermouth, .5 oz Lime Juice , .5 oz Egg White, 1 dash Angostura Bitters"
818,The Improved Sazerac,"1.5 oz H by HINE, .25 oz Luxardo Maraschino Liqueur, .5 tsp Simple Syrup (1:1), 3 dash Peychaud's Bitters, 1 dash Angostura Bitters,  rinse Vieux Pontarlier Absinthe Francaise Superieure"
819,Luxardo Fresco,"1.5 oz Luxardo Maraschino Liqueur, 1 strip Cucumber, 1 dash Lemon Juice,  top Tonic"
820,Stranger in the Alps," rinse Eau de Vie, 1.5 oz Junipero Gin, 1 oz Carpano Antica, .75 oz Campari, .25 oz Braulio Amaro, 1 pinch Salt"
821,Corpse Reviver No.2,".75 oz No.3 London Dry Gin, .75 oz Tempus Fugit Kina L'Aero d'Or, .75 oz The Genuine Curacao Liqueur Clear, .75 oz Lemon Juice,  rinse Vieux Pontarlier Absinthe Francaise Superieure"
822,Sazerac,"0.5 oz Vieux Pontarlier Absinthe Francaise Superieure, 2 oz H by HINE, 3 dash Tempus Fugit Abbott's Bitters, 0.5 tsp Sugar"
823,The Last Marasca,"50 ml Gin, 20 ml Luxardo Maraschino Liqueur, 5 ml Luxardo Orgeat Syrup, 5 ml Lemon Juice, 1 dash Absinthe"
824,Seersucker Sunshine,".75 oz Luxardo Bitter Bianco, 1.5 oz Seersucker Gin, .5 oz Lillet Blanc, 1.5 oz Sauternes, 2 dash Orange Blossom Water"
825,Bubbleliciously Delicious,".5 oz Luxardo Fernet, 1.5 oz Luxardo Triplum (Triple Sec), 1 dash Angostura bitters, 2 slices Satsuma slices, 2 oz Sioux City Sarsparilla Soda"
826,Wooster 53,"1.5 oz No.3 London Dry Gin, .75 oz Grapefruit Juice, .75 oz Ginger/Cardamom/Honey Syrup*, .25 oz Lime Juice,  float Tonic Water"
827,The King's Mulled Cider,"2 oz King's Ginger Liqueur, 5 oz Hard Apple Cider, 5 oz Fresh Apple Juice"
828,Mango No. 3,"2 oz No.3 London Dry Gin, .75 oz Lemon Juice, .25 oz Serrano Pepper Syrup*, 1.5 oz Mango Juice, 2 dash Angostura Bitters"
829,Vintage Reserve Sour,"1.5 oz Glenrothes Vintage Reserve, .5 oz Lemon Juice, 1 dash Simple Syrup"
830,The King's Queen,"50 ml King's Ginger Liqueur, 25 ml Fresh lime, 1 slice Fresh ginger, 4 strawberries Strawberries(muddled)"
831,Rita's Song,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz 15 YO Sherry, 2 dash Dr. Adam's Boker's bitters, .25 oz Simple syrup"
832,The Rusty Tack,"1 oz King's Ginger Liqueur, 1 oz Glenrothes Vintage Reserve"
833,Space Age Pop,"1 1/2 oz Chinaco Reposado, 1 oz Luxardo Amaro Abano, 1/2 oz Luxardo Maraschino Liqueur, 1/4 oz Fresh Lemon Juice"
834,The House of Duncan,"1.5 oz Glenrothes Vintage Reserve, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz King's Ginger Liqueur, 1 dash Angostura Bitters"
835,The King and Tonic,"1.5 oz King's Ginger Liqueur, 3 oz Fever-Tree Tonic Water, 1 dash Angostura Bitters"
836,Big and Bright,"1.5 oz No.3 London Dry Gin, .5 oz King's Ginger Liqueur, 1 oz Fresh grapefruit juice, .25 oz Honey, .25 oz Fresh lime juice , 1 dash Fire and Damnation bitters, 1 splash Club soda"
837,Bakko & Zengo,"1.5 oz Nikka Coffey Grain Whisky, .25 oz House-made Allspice Dram, .25 oz Heavy Cream, .25 oz Simple Syrup, 1  Whole Egg, 2 dash Chocolate Bitters"
838,Tamaulipas Margarita,"2 oz Chinaco Blanco Tequila, 1.5 oz Fresh Lime Juice, 1 oz Agave Nectar"
839,Long Island Limoncello Martini,"1 oz Hangar 1 Buddha's Hand Citron Vodka, 1 oz Luxardo Limoncello, .75 oz Fresh Lemon Juice, .25 oz Monin Cane Syrup"
840,Endless Summer,"1.5 oz Ypioca Brasilizar Cachaca Prata Reserva Especial, .75 oz Luxardo Bitter, .25 oz Luxardo Maraschino Liqueur, .75 oz Lemon Juice, 1 dash Lemon Bitters"
841,"Yes, Queen!","2 oz H by HINE, 1 oz Dolin Dry Vermouth, .5 tsp Giffard Banane du Brésil, .5 tsp Honey Syrup"
842,Northern Hemisphere (Nikka 12 Edition),"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 oz English Harbour Rum, .75 oz The Genuine Curacao Liqueur Clear, .75 oz Lemon Juice, .75 oz Pineapple Juice, .75 oz Grenadine*"
843,Italian Riviera Mojito,"1 oz Coconut Rum, .5 oz Funkin Passion Fruit Puree, .5 oz Briottet Creme de Banane, .5 oz Fresh squeezed lime, 8 leaves Mint Leaves"
844,On the Fritz,"1.5 oz Junipero Gin, .5 oz Chateau de Montifaud Pineau des Charentes Blanc, .75 oz Lemon Verbena Cordial*, .5 oz Lemon Juice,  top Mixwell Young Ginger Ale"
845,Bajo Control,"2 oz BarSol Perfecto Amor (Aperitif Wine), 1 oz Dolin Dry Vermouth, .75 oz Lemon Juice, .5 oz Agave Syrup"
846,Cock-tail,"1.5 oz Junipero Gin, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .25 oz Drambuie, .25 oz Rich Brown Sugar Simple Syrup*, 4  Large Pieces Candied Ginger, 3 dash Angostura Bitters"
847,Tea Party Cocktail,"1.5 oz No.3 London Dry Gin, .5 oz King's Ginger Liqueur, .5 oz Orange marmalade syrup, .25 oz Lemon juice, 1 oz Bergamot tea foam"
848,Delicious in Mauritius,"1.5 oz Pink Pigeon Rum, .5 oz White peach puree, .25 oz Hibiscus syrup, .25 oz Lemon juice, .5 oz Ginger ale"
849,Oaxacan Martini,"2 oz Mezcal, .5 oz Mandarine Napoleon, .5 oz Lime Juice, 1 oz Castelvetrano Olive Brine, 3 dash Fennel Bitters"
850,Geaux Geaux Cup,"1 oz Junipero Gin, 1 oz Maurin Quina, .5 oz Fresh Lemon, .5 oz Pages Elderflower Syrup,  top Ginger Ale"
851,Creole Cobbler,"1 oz Junipero Gin, 1 1/2 oz Sathenay Crème de Peche, 1/2 oz Fresh Lemon Juice,  oz 2 Dashes Orange Bitters"
852,7th Heaven ,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, 1 oz Grapefruit juice, .25 oz Pages Elderflower Syrup, 1 dash Angostura bitters"
853,Amaretto Sourball,"1 oz Vodka, 1 oz Luxardo Amaretto di Saschira, 1 splash Lemon Juice, 1 splash Orange Juice"
854,Santa Patricia,"1 oz Blanco Tequila, .5 oz Dry Curacao, .5 oz Luxardo Bitter, .75 oz Fresh Ruby Red Grapefruit Juice , .5 oz Cinnamon Syrup "
855,Banana's Froster,"1.5 oz Junipero Gin, 1 oz Briottet Creme de Banane, .5 oz Cream (Half & Half), 2 dash Chocolate Bitters"
856,P.T. Barnum Cocktail,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Apricot Liqueur, .5 oz Fresh Lemon Juice , 1 dash Angostura bitters"
857,No.3 Bramble,"1.5 oz No.3 London Dry Gin, .5 oz Fresh Lemon Juice, .5 oz Briottet Creme de Mure (Blackberry), .25 oz Pages Elderflower Syrup, 1 dash Angostura bitters (optional)"
858,Tahitian Fix,"2 oz BarSol Selecto Italia Pisco, .75 oz Fresh Lemon Juice, .5 oz Vanilla Agave Nectar, .5 oz Pineapple Gomme Syrup, 1.5 oz Seltzer Water"
859,Pisco Punch (Adaptation by The Commissary),"2 oz BarSol Selecto Italia Pisco, 1 oz Lemon Juice, .75 oz Small Hand Foods Pineapple Gum Syrup, .5 oz Falernum"
860,The King Merlet Sidecar,"1.5 oz H by HINE, .5 oz Luxardo Triplum (Triple Sec), .5 oz King's Ginger Liqueur, .5 oz Fresh Lemon Juice, 1 oz Pressed Apple Juice"
861,3AM,"1.5 oz No.3 London Dry Gin, .75 oz H by HINE, .75 oz Luxardo Triplum (Triple Sec), .5 oz King's Ginger Liqueur, .5 oz Fresh Lime Juice"
862,Apricot Lady,"1.25 oz Light Rum, 1 oz Luxardo Apricot Liqueur, .25 tsp Triple Sec, 1 Tbsp Lime Juice, 1  Egg White"
863,Essence No.5 (Adapted),"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lavander syrup, 1 oz Fresh lime juice, 4  Raspberries"
864,Last Word,".75 oz Luxardo Maraschino Liqueur, .75 oz Junipero Gin, .75 oz Green Chartreuse, .75 oz Fresh Lime Juice"
865,White Lady (Classic) (Adapted),"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .75 oz Fresh Lemon Juice, .5 oz Egg White"
866,Toasted Drop,"1.5 oz Citrus-flavored Vodka, .75 oz Luxardo Limoncello, .5 oz Luxardo Amaretto di Saschira, 1 oz Fresh sweet n' sour, .5 oz Egg white"
867,The Windtalker,"1.5 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Amaretto di Saschira, .5 oz King's Ginger Liqueur, .75 oz Fresh lemon juice, .5 oz Egg white"
868,Arapa Cocktail,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, .5 oz Junipero Gin, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lemon juice, 1 dash Fee Bros. Rhubard Bitters"
869,Kay Pacha Mi Pacha,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, .5 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, .5 oz Lemon juice, 2 dash Angostura Orange Bitters"
870,Creole Summer,"1.5 oz Vanilla flavored Vodka, .75 oz Luxardo Limoncello, 1 oz Fresh sweet n' sour, .5 oz Passion fruit puree, .5 oz Egg white, 7 dash Green Tabasco"
871,Pontchartrain Punch,"1.25 oz Junipero Gin, .5 oz Fresh Lime Juice, .5 oz The Genuine Curacao Liqueur Blue, .25 oz Pages Elderflower Syrup"
872,Junipero Jolly,"1 oz Junipero Gin, .5 oz Lemorton Pommeau de Normandie, .75 oz House-made Green Apple Purée*, .75 oz Lemon Juice, .5 oz Honey Syrup"
873,Mayan Mule,".5 oz King's Ginger Liqueur, .5 oz Ancho Reyes Chile Liqueur, .5 oz Montelobos Mezcal, .5 oz Aviation Gin, .5 oz Grapefruit Juice, .5 oz Lime Juice, 2 dash Bittercube Bitters Jamaican #2, 2 oz Fever-Tree Ginger Beer"
874,Assemble Mule,"20 ml Monkey Shoulder Blended Scotch Whisky, 15 ml King's Ginger Liqueur, 20 ml Mezcal, 20 ml Agave Syrup, 15 ml Lime Juice, 4  Mint Leaves,  top Prosecco"
875,Corpse Reviver No 1,"50 ml H by HINE, 25 ml Calvados, 25 ml Tempus Fugit Alessio Vermouth Bianco"
876,Solera Sidecar,"1.5 oz H by HINE, .5 oz Lustau East India Solera, .25 oz Grand Marnier, .25 oz Luxardo Amaretto di Saschira, .5 oz Lemon Juice, .25 oz Simple Syrup"
877,Flamenco,"1.5 oz Lustau Amontillado Sherry, 1 oz Bols Genever, .5 oz Orange Juice, .5 oz Lemon Juice, .75 oz Luxardo Orgeat Syrup, 2 dash Angostura Bitters"
878,Orchard Malt Mule,"2 oz Glenrothes Vintage Reserve, .25 oz St. Elizabeth Allspice Dram, 1 oz Apple Cider, .5 oz Belle Brillet, .5 oz Lemon, 2 dash Angostura Bitters, 2 oz Ginger Beer"
879,#106 Cocktail,"1 oz Chinaco Blanco Tequila, 1 oz Luxardo Bitter Bianco, .5 oz Pear Syrup*, .5 oz Lemon Juice,  pinch Grey Sea Salt"
880,Figge bout it,"2 oz Westland American Single Malt, .25 oz Lustau Pedro Ximénez Sherry, .75 oz Lemon Juice, .5 oz Fig & Cinnamon Syrup, 1 dash Angostura Bitters"
881,10 to 7,"1 oz No. 209 Gin, 1 oz Luxardo Maraschino Liqueur, 1 oz St. Germain, 1 oz Lemon Juice"
882,Frankie and Johnnie,"1 oz King's Ginger Liqueur, 1 oz C. Drouin Pommeau de Normandie, .5 oz Fresh lemon juice, .5 oz Fresh orange juice, 1 dash Jerry Thomas Bitters"
883,Flight to Peru,"1.5 oz BarSol Selecto Italia Pisco, 1 oz Fresh Grapefruit Juice, .25 oz Simple Syrup, .25 oz Luxardo Maraschino Liqueur, 1 dash Chocolate Mole Bitters"
884,Primo Carnera,"45 ml Luxardo Sangue Morlacco Cherry Liqueur, 15 ml Luxardo Triplum (Triple Sec), 20 ml Luxardo Liquore St. Antonio"
885,Floral Summer,"1.5 oz No.3 London Dry Gin, .5 oz Honey syrup , .75 oz Fresh lemon syrup ,   Tarragon leaves,   Lavender bitters "
886,Daisy Mae,"2 oz Junipero Gin, 1 oz Lime Juice, .75 oz Green Chartreuse, .75 oz Simple Syrup"
887,Neko Colada,"1 oz Miso washed White Rhum Agricole, 1 oz Cocchi Vermouth di Torino, .75 oz Falernum, .75 oz Coconut Cream, .25 oz Luxardo Amaretto di Saschira, .75 oz Lime, .5 oz Mandarin Orange"
888,Opaka Raka,"1.5 oz Junipero Gin, 1.5 oz Don's Mix*, .75 oz Lime Juice, .25 oz Simple Syrup, 1 dash Bittermens 'Elemakule Tiki Bitters"
889,Chingerito,"2 oz BarSol Primero Quebranta Pisco, 1.5 oz Grape juice, 1 oz BarSol Perfecto Amor (Aperitif Wine), 1 oz Fresh pomegranate juice, .75 oz Cinnamon syrup, .75 oz Fresh lime juice, 4  Grapes"
890,Tokyo Tea,"1.5 oz Nikka Coffey Grain Whisky, 1 oz Yogurt Liquor, .5 oz Milk, .5 oz Golden Sesame Honey, 1 dash Angostura Bitters, 1 tsp Matcha Tea"
891,Knockemdown Key,"2 oz English Harbour Rum, .5 oz Briottet Creme de Banane, .25 oz Luxardo Maraschino Liqueur, .5 oz Lime juice, 1 bsp Rich simple syrup"
892,Andy Warhol,"1.5 oz No.3 London Dry Gin, .5 oz Tempus Fugit Alessio Vermouth Bianco, 1 oz Fresh Squeezed Ruby Grapefruit, .5 oz Simple Syrup, 3 slices Cucumber, 1 fill Soda Water"
893,Ginger Drop,".5 oz King's Ginger Liqueur, 1.5 oz Momokawa Organic Junmai Ginjo Sake, .75 oz Lemon juice, .5 oz Simple syrup"
894,Pants off Dance off,".75 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Lime Juice, 1 oz Junipero Gin, .5 oz Grenadine, 1 dash Angostura Bitters, 1 drop Bittermens Burlesque Bitters"
895,Gin n' Celery,"1.5 oz Old Tom Gin, .75 oz Lemon Juice, .5 oz Small Hand Foods Gum Syrup, 7 dash Celery Bitters, 1 oz Tonic Water, 1 pinch Salt"
896,“Prepare for Destiny! Where’s my Pizza?”,"1 oz Green Hat Spring/Summer Gin, .25 oz Luxardo Maraschino Liqueur, .5 oz Lime, .5 oz Sugar Rich Simple, 1 dash Celery Bitters, 3 oz Fever-Tree Soda"
897,"Eat, Drink and Be Cherry",".75 oz Nikka Coffey Grain Whisky, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Mendolera, .5 oz Cane Sugar, .5 oz Lemon, 3 oz Fever-Tree Soda"
898,Bird to Buck,"1 1/2 part Pink Pigeon Rum, 1/2 part Benedictine, 1/4 part Orgeat syrup, 1/2 part Lime,  part Fee Brothers Whiskey Barrel Bitters"
899,Palermo Breeze,"1.5 oz Luxardo Bitter Bianco, .5 oz Velvet Falernum, .5 oz Lime, .5 oz Passion Fruit Syrup, 2 oz Belstar Sparkling Rose"
900,Nola '75,"1.25 oz Junipero Gin, .5 oz Pages Elderflower Syrup, .5 oz Fresh Lemon Juice,  oz Champagne (Sparkling Wine)"
901,The Last Wish,"1 oz Luxardo Amaro Abano, 1 oz Luxardo Amaretto di Saschira, 2 oz Espresso coffee, 1 scoop Vanilla ice cream"
902,Aviation (Adapted),"2 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, .5 oz Fresh Lemon Juice, .25 oz Tempus Fugit Liqueur de Violettes"
903,Vesper's Sister,"1 oz Van Gogh Blue Vodka, 1 oz No.3 London Dry Gin, .5 oz Lillet Blanc, .25 oz St. Germain"
904,The French Connection,"2 oz H by HINE, 1 oz Fresh Lemon Juice, 1 oz Demarara Simple Syrup, 4 dash Apple Bitters"
905,Hanky Panky (Classic),"1.5 oz No.3 London Dry Gin, 1.5 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 2 dash Luxardo Fernet"
906,Pistachio Follies,"1 oz Luxardo Amaro Abano, 1 oz Aged Rum, 1 oz Fresh cream(not whipped), .5 oz Pistachio syrup"
907,Smoke On The Dock,".75 oz Luxardo Fernet, .34 oz Mezcal, 1.5 oz Fresh lime sweet n' sour mix, 2 oz Pomegranate juice"
908,Abano Sour,"1.5 oz Luxardo Amaro Abano, 1 oz Fresh Lemon Juice, .25 oz Agave Nectar, 1 dash Grapefruit Bitters, .5 oz Egg White"
909,Singapore Sling (1915 Recipe),"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Triplum (Triple Sec), .25 oz Luxardo Fernet, 3 oz Pineapple Juice, .5 oz Fresh Lime Juice, 2 dash Bitters"
910,Windtalker,"1.5 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Amaretto di Saschira, .5 oz King's Ginger Liqueur, .75 oz Fresh Lemon Juice, .5 oz Egg White"
911,Stinger,"1 part Tempus Fugit Creme de Menthe Glaciale, 3 part H by HINE"
912,The Great Pumpkin Cocktail,"1 oz Pumpkin-Infused Glenrothes Vintage Reserve*, 1 oz King's Ginger Liqueur, .5 oz Fresh Lemon Juice, .5 oz Grade-A Maple Syrup (prefer McClure's)"
913,Cherry Orchard,".5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Maraschino Liqueur, .5 oz Laird's Straight Bonded , 1.25 oz Clear Creek Kirschwasser Eau de Vie, .25 oz Lemon juice, .5 oz Grapefruit juice, .25 oz Simple syrup, 2 dash Peychaud's Bitters"
914,Slow Ride,"1 oz Rittenhouse Straight Rye Whisky, .5 oz Pusser's Rum, .5 oz King's Ginger Liqueur, 2 oz Basic House Lemonade*,  top Abita Big Easy IPA"
915,Tropical Bronzer,"1.5 oz Aged Rum, 1 oz Luxardo Amaretto di Saschira, 1 oz Passion fruit puree, 2 oz Fresh lime sweet n' sour, 2 dash Bitters, 1 float Coconut foam"
916,Padova Collins,"1.5 oz Pear flavored Vodka, .75 oz Luxardo Limoncello, .25 oz Luxardo Sambuca dei Cesari, 1.5 oz Fresh sweet n' sour mix, 2 oz Lemon lime soda"
917,Black Jam,"1.5 oz Luxardo Fernet, .75 oz Honey syrup, .75 oz Fresh lemon juice, 4 oz Tonic water"
918,Americana Fizz (Layered Cocktail),"1.5 oz Junipero Gin, .75 oz Fresh Lemon Juice, .25 oz Simple Syrup, .75 oz The Genuine Curacao Liqueur Blue, .5 oz Luxardo Aperitivo,  splash Perrier Grapefruit"
919,Dutch Stories,"1.5 oz Genevieve Gin, .75 oz Luxardo Apricot Liqueur, .25 oz Luxardo Maraschino Liqueur, .5 oz Fresh lemon juice, 1 Tbsp Gooseberry Jam"
920,Strike No.3,"2 oz No.3 London Dry Gin, .5 oz St. Germaine Elderflower Liqueur, .5 oz Orgeat Syrup, .5 oz Fresh Lemon Juice"
921,Final Ward,".75 oz Rye Whiskey, .75 oz Green Chartreuse, .75 oz Luxardo Maraschino Liqueur, .75 oz Fresh Lemon Juice"
922,Dernier Mot,".75 oz Rhum Agricole, .75 oz Green Chartreuse, .75 oz Luxardo Maraschino Liqueur, .75 oz Fresh Lime Juice"
923,The Asterisk,".75 oz Brandy, .75 oz Green Chartreuse, .75 oz Luxardo Maraschino Liqueur, .75 oz Lemon Juice"
924,Phineas Flip,"2 oz English Harbour Rum, .75 oz King's Ginger Liqueur, 1 whole Egg"
925,Luxardo Sling,".25 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz No.3 London Dry Gin, .25 oz Grapefruit Juice, 1 fill Soda water"
926,White Lady,"2 oz Junipero Gin, .5 oz Luxardo Triplum (Triple Sec), .5 oz Lemon Juice, 1  Egg White"
927,Blue 88,"1.5 oz No.3 London Dry Gin, .25 oz Lemon Juice, .25 oz Pages Elderflower Syrup, .25 oz Tempus Fugit Liqueur de Violettes, .25 oz Luxardo Maraschino Liqueur"
928,Cherries St. James,"1.5 oz No.3 London Dry Gin, .25 oz Lemon Juice, .25 oz Pages Elderflower Syrup, .25 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Maraschino Liqueur"
929,Bachelor's Bait,"2 oz Junipero Gin, 6 dash Grapefruit Shrub, 3 dash Orange Bitters, 1 dash Grenadine, 1  Egg White"
930,Boomin' Granny,"1.5 oz H by HINE, 1 oz Granny Smith Apple Juice, .5 oz Fresh Lime Juice, .5 oz Acacia Honey Syrup,  top Sparkling Wine"
931,Basilway Daquiri,"1.5 oz Basil-Infused White Rum, .5 oz King's Ginger Liqueur, .25 oz Fresh Lime Juice, .25 oz Luxardo Maraschino Liqueur, 1 bsp, large Grapefruit Sorbet"
932,The Pink Pussycat,"1.5 oz Pink Pigeon Rum, .5 oz FAIR Goji Berry Liqueur, .5 oz Noyeau de Poissy  B, .5 oz Cream, 5 dash Chocolate bitters"
933,Double Trouble,"1.5 oz Junipero Gin, 1 oz Strawberry & Black Pepper Shrub*, .75 oz Hidalgo La Gitana Manzanilla Sherry, .5 oz Lemon Juice , few drops Peychaud's Bitters"
934,Yawkey Way ,"1.5 oz No.3 London Dry Gin, .5 oz Smith & Cross, .5 oz Strawberry juice, .5 oz Black tea syrup, .5 oz Lemon juice, 2 dashes Orange bitters"
935,Cream of the Crop,"1 oz Mezcal, 1 oz King's Ginger Liqueur, .75 oz Coconut Pistachio Puree*, .75 oz Lemon Juice"
936,Hemingway Daiquiri,"1.5 oz Pink Pigeon Rum, .75 oz Fresh Lime Juice, .5 oz Fresh Grapefruit Juice, .5 oz Luxardo Maraschino Liqueur"
937,Amaretto Sour (Modern),"2 oz Luxardo Amaretto di Saschira, 1 oz Fresh Squeezed Lemon Juice, .5 oz Pasteurized Egg White, 1, small scoop Lemon Sorbet"
938,Amaretto Sour,"2 oz Luxardo Amaretto di Saschira, 1 oz Fresh Lemon Juice, .75 oz Simple Syrup, .5 oz Egg White"
939,Red Letters,".75 oz Bols Genever, .75 oz Luxardo Maraschino Liqueur, .75 oz Absinthe, .75 oz Lime Juice"
940,Almond Brother,"2 oz Reposado Tequila, .25 oz Luxardo Amaretto di Saschira, 1 tsp Luxardo Apricot Liqueur, .75 oz Lime Juice, .25 oz Luxardo Orgeat Syrup, .25 oz Maple Syrup"
941,French 33,"1.5 oz No.3 London Dry Gin, .75 oz Simple syrup, .75 oz Lime juice"
942,20th Century,"1.5 oz No.3 London Dry Gin, .75 oz Tempus Fugit Kina L'Aero d'Or, .75 oz Tempus Fugit Creme de Cacao, .75 oz Fresh Lemon Juice"
943,Vesper,"2.25 oz No.3 London Dry Gin, .75 oz Hophead Vodka, .5 oz Tempus Fugit Kina L'Aero d'Or"
944,The Seniorita,"1.5 oz The Genuine Curacao Liqueur Orange, .5 oz Lime Juice, 1.5 oz Thai Coconut Milk, 2 dash Angostura Bitters, 1 float Gosslings 151 Rum"
945,Champs Élysées,"2 oz H by HINE, .75 oz Lemon juice, .5 oz Green Chartreuse, .25 oz Simple syrup, 2 dash Angostura bitters"
946,The Double Crown,"1.25 oz Compass Box Great King Street Glasgow Blend, .75 oz Lemon Juice, .5 oz Cyril Zangs Double Zero Eau de Vie de Cidre, .5 oz King's Ginger Liqueur, .5 oz Honey Syrup, 1  Egg White"
947,Flip the Bird,"1.5 oz Pink Pigeon Rum, .75 oz Simple syrup, .75 oz Cream, .5 oz Punt e Mes, 1  Egg yolk"
948,Mauritius Sour,".75 oz Pink Pigeon Rum, .75 oz Hirsch Small Batch Reserve Bourbon, .5 oz Angostura Bitters, .75 oz Lemon Juice, .75 oz Simple Syrup"
949,I'm Only Happy when it Rains,"1 1/2 oz Old Potrero Straight Rye Whiskey, 3/4 oz Hirsh Pinot Noir Reduction, 1/4 oz Luxardo Sangue Morlacco Cherry Liqueur, 3/4 oz Lemon Juice "
950,Monet,"1.75 oz H by HINE, 1 oz BenRiach Madeira 15 YO, .5 oz Lemon Juice, .25 oz Briottet Creme de Banane, .25 oz Small Hand Foods Pineapple Gum Syrup"
951,Hippi Hill,"1.5 oz Hophead Vodka, .75 oz King's Ginger Liqueur, .5 oz Lime Juice, .5 oz Cranberry Juice"
952,Buster Crusta,"2 oz H by HINE, 1 oz Lemon Juice, .75 oz The Genuine Curacao Liqueur Orange, .5 oz Luxardo Maraschino Liqueur, .5 oz Small Hand Foods Gum Syrup, 1 bsp Luxardo Fernet"
953,Bird On,".75 oz Tempus Fugit Creme de Menthe Glaciale, .75 oz Tempus Fugit Alessio Vermouth Bianco, .75 oz H by HINE, .375 oz Lemon Juice, .375 oz Lime Juice"
954,Iron Tonic,".75 oz Luxardo Maraschino Liqueur, .75 oz Genepy, .75 oz Luxardo Fernet, .75 oz Lime Juice, 1 float Tonic Water"
955,King's Medicine,"1.5 oz King's Ginger Liqueur, .75 oz Lemon Juice, .5 oz Luxardo Fernet, .25 oz BenRiach Curiositas Single Malt 10 YO"
